Movie_ID,Netflix
9857,1
9858,1
9859,1
9860,1
9863,1
9864,1
9865,1
9867,1
9878,1
9879,1
9881,1
9885,1
9914,1
9917,1
9933,1
9934,1
9935,1
9957,1
9965,1
9966,1
9969,1
9977,1
9978,1
9979,1
9992,1
10006,1
10017,1
10019,1
10027,1
10028,1
10029,1
10030,1
10045,1
10050,1
10056,1
10059,1
10060,1
10065,1
10076,1
10077,1
10079,1
10084,1
10086,1
10088,1
10090,1
10091,1
10109,1
10112,1
10120,1
10136,1
10144,1
10146,1
10150,1
10158,1
10161,1
10174,1
10175,1
10187,1
10189,1
10190,1
10193,1
10197,1
10200,1
10203,1
10218,1
10220,1
10221,1
10228,1
10229,1
10235,1
10247,1
10248,1
10249,1
10252,1
10253,1
10254,1
10261,1
10266,1
10267,1
10276,1
10278,1
10283,1
10284,1
10286,1
10289,1
10303,1
10306,1
10311,1
10323,1
10332,1
10337,1
10338,1
10348,1
10355,1
10357,1
10362,1
10367,1
10373,1
10381,1
10383,1
10391,1
10394,1
10397,1
10401,1
10402,1
10404,1
10418,1
10419,1
10421,1
10427,1
10435,1
10436,1
10445,1
10450,1
10451,1
10457,1
10462,1
10466,1
10467,1
10471,1
10482,1
10483,1
10484,1
10486,1
10492,1
10495,1
10501,1
10507,1
10508,1
10512,1
10514,1
10516,1
10517,1
10521,1
10523,1
10525,1
10528,1
10529,1
10530,1
10533,1
10539,1
10542,1
10543,1
10544,1
10545,1
10549,1
10550,1
10554,1
10555,1
10557,1
10558,1
10566,1
10568,1
10573,1
10583,1
10584,1
10587,1
10597,1
10602,1
10603,1
10608,1
10613,1
10614,1
10616,1
10617,1
10619,1
10620,1
10622,1
10623,1
10626,1
10631,1
10632,1
10636,1
10637,1
10640,1
10641,1
10642,1
10647,1
10657,1
10660,1
10661,1
10666,1
10667,1
10675,1
10676,1
10685,1
10691,1
10698,1
10705,1
10706,1
10709,1
10710,1
10722,1
10726,1
10728,1
10729,1
10736,1
10737,1
10738,1
10741,1
10745,1
10748,1
10755,1
10757,1
10760,1
10761,1
10768,1
10769,1
10775,1
10777,1
10782,1
10783,1
10786,1
10789,1
10794,1
10797,1
10801,1
10804,1
10807,1
10808,1
10810,1
10814,1
10815,1
10817,1
10823,1
10826,1
10831,1
10832,1
10840,1
10843,1
10845,1
10848,1
10854,1
10855,1
10860,1
10861,1
10863,1
10869,1
10870,1
10873,1
10874,1
10875,1
10883,1
10884,1
10885,1
10899,1
10902,1
10903,1
10904,1
10910,1
10913,1
10917,1
10920,1
10923,1
10924,1
10928,1
10929,1
10930,1
10931,1
10942,1
10943,1
10946,1
10948,1
10955,1
10956,1
10959,1
10961,1
10962,1
10964,1
10965,1
10966,1
10969,1
10971,1
10972,1
10973,1
10975,1
10977,1
10978,1
10981,1
10984,1
10988,1
10990,1
10991,1
10993,1
10994,1
10995,1
11001,1
11004,1
11008,1
11014,1
11015,1
11018,1
11019,1
11020,1
11021,1
11027,1
11029,1
11030,1
11033,1
11035,1
11036,1
11038,1
11039,1
11041,1
11044,1
11047,1
11051,1
11059,1
11063,1
11069,1
11075,1
11078,1
11080,1
11081,1
11084,1
11087,1
11094,1
11095,1
11096,1
11097,1
11102,1
11108,1
11114,1
11118,1
11121,1
11125,1
11128,1
11149,1
11152,1
11153,1
11166,1
11169,1
11176,1
11187,1
11189,1
11193,1
11206,1
11209,1
11211,1
11216,1
11220,1
11226,1
11228,1
11231,1
11235,1
11236,1
11237,1
11240,1
11241,1
11244,1
11245,1
11255,1
11257,1
11258,1
11260,1
11263,1
11264,1
11266,1
11275,1
11277,1
11279,1
11280,1
11281,1
11282,1
11285,1
11286,1
11287,1
11289,1
11290,1
11292,1
11293,1
11294,1
11296,1
11307,1
11308,1
11310,1
11311,1
11314,1
11316,1
11320,1
11321,1
11322,1
11323,1
11324,1
11325,1
11326,1
11330,1
11334,1
11340,1
11345,1
11346,1
11352,1
11356,1
11357,1
11362,1
11363,1
11364,1
11365,1
11366,1
11367,1
11369,1
11371,1
11376,1
11380,1
11381,1
11382,1
11386,1
11389,1
11390,1
11391,1
11392,1
11395,1
11398,1
11400,1
11401,1
11403,1
11417,1
11418,1
11421,1
11425,1
11428,1
11437,1
11438,1
11450,1
11451,1
11456,1
11458,1
11465,1
11466,1
11471,1
11472,1
11478,1
11484,1
11488,1
11498,1
11499,1
11500,1
11501,1
11503,1
11507,1
11508,1
11512,1
11513,1
11516,1
11519,1
11520,1
11521,1
11524,1
11525,1
11527,1
11529,1
11535,1
11539,1
11541,1
11547,1
11552,1
11569,1
11572,1
11577,1
11578,1
11593,1
11594,1
11598,1
11599,1
11601,1
11603,1
11604,1
11607,1
11609,1
11612,1
11614,1
11616,1
11619,1
11620,1
11621,1
11622,1
11624,1
11625,1
11626,1
11629,1
11630,1
11632,1
11635,1
11637,1
11640,1
11645,1
11646,1
11652,1
11653,1
11655,1
11656,1
11658,1
11660,1
11661,1
11662,1
11663,1
11665,1
11668,1
11669,1
11670,1
11672,1
11673,1
11676,1
11677,1
11679,1
11680,1
11681,1
11682,1
11683,1
11684,1
11685,1
11687,1
11688,1
11691,1
11696,1
11698,1
11700,1
11703,1
11704,1
11709,1
11712,1
11713,1
11714,1
11716,1
11717,1
11720,1
11722,1
11725,1
11729,1
11731,1
11732,1
11734,1
11735,1
11737,1
11740,1
11742,1
11745,1
11747,1
11749,1
11752,1
11753,1
11754,1
11758,1
11766,1
11767,1
11769,1
11771,1
11773,1
11774,1
11775,1
11777,1
11779,1
11781,1
11784,1
11785,1
11786,1
11787,1
11789,1
11790,1
11793,1
11796,1
11799,1
11806,1
11814,1
11818,1
11822,1
11825,1
11826,1
11835,1
11836,1
11837,1
11839,1
11843,1
11844,1
11851,1
11854,1
11855,1
11856,1
11865,1
11868,1
11869,1
11870,1
11871,1
11872,1
11874,1
11882,1
11883,1
11884,1
11887,1
11893,1
11894,1
11897,1
11898,1
11899,1
11901,1
11902,1
11908,1
11910,1
11916,1
11919,1
11920,1
11923,1
11924,1
11925,1
11928,1
11929,1
11932,1
11935,1
11938,1
11939,1
11940,1
11941,1
11942,1
11943,1
11950,1
11952,1
11953,1
11954,1
11955,1
11956,1
11958,1
11959,1
11960,1
11971,1
11975,1
11977,1
11981,1
11983,1
11985,1
11986,1
11988,1
11990,1
11991,1
11992,1
11998,1
12000,1
12001,1
12004,1
12008,1
12009,1
12012,1
12013,1
12016,1
12019,1
12020,1
12021,1
12024,1
12026,1
12030,1
12033,1
12034,1
12035,1
12039,1
12040,1
12043,1
12049,1
12050,1
12054,1
12055,1
12057,1
12058,1
12059,1
12060,1
12062,1
12067,1
12068,1
12072,1
12074,1
12076,1
12078,1
12084,1
12088,1
12089,1
12091,1
12092,1
12093,1
12097,1
12098,1
12099,1
12105,1
12106,1
12108,1
12109,1
12110,1
12111,1
12112,1
12115,1
12119,1
12120,1
12122,1
12126,1
12136,1
12137,1
12141,1
12144,1
12145,1
12151,1
12154,1
12158,1
12159,1
12160,1
12161,1
12164,1
12166,1
12168,1
12171,1
12172,1
12174,1
12175,1
12189,1
12190,1
12191,1
12192,1
12199,1
12204,1
12205,1
12206,1
12207,1
12219,1
12225,1
12226,1
12228,1
12230,1
12231,1
12233,1
12237,1
12241,1
12242,1
12245,1
12246,1
12248,1
12249,1
12250,1
12251,1
12253,1
12255,1
12256,1
12258,1
12265,1
12271,1
12274,1
12276,1
12281,1
12284,1
12285,1
12286,1
12288,1
12301,1
12308,1
12312,1
12314,1
12315,1
12316,1
12317,1
12318,1
12320,1
12322,1
12324,1
12326,1
12327,1
12329,1
12333,1
12339,1
12340,1
12341,1
12342,1
12344,1
12347,1
12348,1
12350,1
12352,1
12353,1
12361,1
12363,1
12364,1
12366,1
12370,1
12372,1
12373,1
12376,1
12377,1
12379,1
12381,1
12385,1
12390,1
12395,1
12400,1
12401,1
12405,1
12414,1
12416,1
12425,1
12426,1
12427,1
12430,1
12434,1
12438,1
12441,1
12442,1
12443,1
12444,1
12445,1
12446,1
12449,1
12450,1
12452,1
12453,1
12455,1
12458,1
12459,1
12460,1
12462,1
12467,1
12473,1
12474,1
12476,1
12479,1
12486,1
12487,1
12493,1
12495,1
12500,1
12509,1
12510,1
12511,1
12512,1
12514,1
12517,1
12522,1
12529,1
12530,1
12532,1
12533,1
12539,1
12540,1
12542,1
12544,1
12547,1
12548,1
12549,1
12553,1
12554,1
12556,1
12564,1
12565,1
12566,1
12567,1
12568,1
12569,1
12573,1
12575,1
12576,1
12578,1
12583,1
12584,1
12585,1
12589,1
12596,1
12598,1
12599,1
12600,1
12604,1
12605,1
12606,1
12609,1
12610,1
12611,1
12612,1
12614,1
12615,1
12617,1
12618,1
12619,1
12620,1
12621,1
12625,1
12626,1
12629,1
12634,1
